,standard deviation,noise value,final diff,solving time,objective value
273,0.045,0.03355971105038075,0.03355971105038075,32.591002000001026,0.2414791798414676
274,0.045,0.04219110777864715,0.04219110777864715,131.7959439999977,0.19875329178783185
275,0.045,0.030690341698089808,0.030690341698089808,66.06241600000067,0.09101703710619462
276,0.045,0.026143083673352236,0.026143083673352236,104.15416299999924,1.1213552786358538e-05
277,0.045,0.026620628187709907,0.026620628187709907,56.3505490000025,0.12643492331917291
278,0.045,0.03331340722395919,0.03331340722395919,164.91916700000002,0.11882833632149001
279,0.045,0.02718811778398298,0.02718811778398298,69.45145400000183,0.15476757060237525
280,0.045,0.02389545575436834,0.02389545575436834,488.61402900000394,0.00016944929861105156
281,0.045,0.0323033119106851,0.0323033119106851,29.67568599999504,0.11898841914114912
282,0.045,0.03936669762891541,0.03936669762891541,112.24035500000173,3.186627805767078e-05
283,0.045,0.03246278327066163,0.03246278327066163,99.07734599999822,0.2507399454254595
284,0.045,0.040815223509073455,0.040815223509073455,46.1606230000034,0.23351305054705684
285,0.045,0.026657188735043066,0.026657188735043066,483.4059960000013,6.881350662285531e-05
286,0.045,0.03200827026445342,0.03200827026445342,29.387307999997574,0.11302067468388309
287,0.045,0.03139922166649147,0.03139922166649147,178.57276399999682,0.21767382972253874
288,0.045,0.04358308774736153,0.04358308774736153,275.2017350000024,0.00020996452788163872
289,0.045,0.04131577173930595,0.04131577173930595,149.1739860000016,0.1381148660187617
290,0.045,0.03592617795789897,0.03592617795789897,128.91390700000193,0.2121154648597883
291,0.045,0.03185684566909111,0.03185684566909111,56.68842700000096,0.13718581764634336
292,0.045,0.026177353686636422,0.026177353686636422,165.77771599999687,0.001362569353956774
293,0.045,0.04532829399004777,0.04532829399004777,667.9201539999995,0.00017002739322101795
294,0.045,0.028324754249435175,0.028324754249435175,424.908242000005,8.258824633525611e-05
295,0.045,0.027846815654000108,0.027846815654000108,59.57798300000286,0.032253618410908666
296,0.045,0.030291644368431233,0.030291644368431233,113.04585600000428,4.0008528842051606e-05
